Latitude,Longitude,DepthKm,Magnitude,Year,Month,Day,Hour,Minute,Second
-30.84,-177.59,33.4,5.1,1992,10,2,10,50,46
-16.58,-173.76,33,5,1992,9,30,16,17,19
-14.11,-174.24,33,5.4,1992,9,29,4,40,17
-20.93,-176.23,104.9,5,1992,9,24,20,19,01
-22.57,-175.02,0,5.1,1992,9,23,17,03,43
-23.94,179.95,567.8,5,1992,9,23,16,49,36
-25.41,178.33,609.6,5.1,1992,9,23,0,03,16
-22.13,-179.55,594.9,5.1,1992,9,20,4,51,54
-17.6,-178.78,564.9,5.2,1992,9,20,0,12,18
-22.76,-174.73,33,5.2,1992,9,19,22,34,34
-22.69,-174.89,5,5,1992,9,17,8,39,55
-21.13,-178.7,572,5.3,1992,9,15,2,27,59
-22.81,-175.02,49.6,5,1992,9,14,17,15,00
-22.32,-174.98,40.1,5.1,1992,9,11,21,33,12
-22.2,-179.55,593.7,5.3,1992,9,11,1,01,00
-22.52,-174.7,33.4,5.5,1992,9,10,23,20,29
-22.58,-174.85,44.9,5.1,1992,9,10,23,13,40
-22.46,-175.1,41,5.5,1992,9,10,22,09,48
-22.6,-174.9,37.7,5.6,1992,9,10,10,43,20
-23.54,178.85,558.6,5.3,1992,9,9,20,44,50
-31.87,-177.55,33,5.1,1992,9,9,14,34,21
-16.8,-173.36,95.5,5.5,1992,9,8,11,31,45
-17.92,-178.71,571.8,6.4,1992,8,30,20,09,06
-15.35,-173.55,48.3,5.1,1992,8,30,11,25,21
-22.24,-179.53,576.3,5.5,1992,8,28,17,15,03
-20.9,-174.96,65.9,5.5,1992,8,25,8,24,13
-17.92,-179.81,647.3,5,1992,8,22,0,18,34
-28.54,-178.33,200.5,5.6,1992,8,18,20,01,04
-22.4,-174.52,39.1,5.2,1992,8,18,6,15,57
-20.9,-178.03,494,5.2,1992,8,17,22,45,00
-22.48,-174.59,37.7,5.1,1992,8,16,6,37,03
-17.38,-174.28,97.1,5.2,1992,8,14,16,20,08
-17.73,-173.38,33,5.2,1992,8,11,5,05,04
-15.17,-173.7,38.4,5.1,1992,8,10,2,46,57
-17.54,-179.15,596.1,5,1992,8,9,10,21,57
-15.69,-174.26,33,5.1,1992,8,8,15,50,20
-31.37,179.98,363.8,5.5,1992,8,8,1,08,03
-34.99,-178.96,56.6,5.2,1992,8,7,10,02,18
-21.72,-177.22,265,6.1,1992,8,4,6,58,33
-21.3,-179.18,623.5,5.3,1992,8,1,18,19,02
-17.42,-177.19,604.7,5,1992,8,1,6,42,19
-18.29,-178.3,638.5,5.1,1992,8,1,6,06,45
-22.89,-174.95,26.3,5.4,1992,7,21,6,57,51
-18.43,-172.82,33,5.3,1992,7,20,1,26,45
-17.65,-178.98,560.1,5.2,1992,7,19,11,23,46
-22.73,-175.25,25.1,5.4,1992,7,18,15,31,41
-16.12,-177.44,448.1,5.3,1992,7,18,6,57,12
-20.61,-173.32,33,5.1,1992,7,16,22,33,06
-17.69,-176.86,33,5.1,1992,7,14,5,28,57
-22.5,-178.39,381.6,7.2,1992,7,11,10,44,20
-22.72,-179.72,659.6,5,1992,7,7,18,35,43
-31.83,-176.95,56.9,5.4,1992,7,5,23,22,00
-33.1,-178.58,10,5.5,1992,7,2,6,13,36
-33.41,-177.75,33,5.3,1992,7,1,20,03,18
-18.2,-173.09,33,5,1992,6,26,20,38,00
-33.85,-178.84,75.5,5.1,1992,6,26,10,49,11
-33.67,-178.51,15,5.6,1992,6,26,3,18,47
-22.27,-179.58,592.2,5.4,1992,6,26,2,09,55
-22.68,-178.64,540,5.2,1992,6,25,20,41,58
-15.4,-173.38,44.1,5.2,1992,6,24,9,00,19
-23.71,-175.43,41.9,5.5,1992,6,24,0,41,04
-18.13,-174.69,42.6,5.3,1992,6,23,13,08,51
-17.99,-174.74,18.4,5.4,1992,6,23,13,03,22
-32.2,179.89,358.4,5.1,1992,6,23,7,23,37
-19.3,-172.79,37.7,5,1992,6,19,2,55,51
-22.5,-178.7,616.8,5,1992,6,17,19,18,19
-26.66,-177.76,43.3,5.3,1992,6,14,17,06,58
-21.84,-179.42,597.4,5,1992,6,14,7,28,18
-26.75,-177.66,54.3,5.1,1992,6,14,3,44,37
-22.83,-174.84,41.7,5.1,1992,6,10,9,43,36
-24.2,-177.11,33,5.1,1992,6,9,11,14,13
-23.04,-176.35,73.5,5.7,1992,6,9,0,24,53
-24.26,-176.22,78,5.5,1992,6,7,14,26,01
-25.3,-175.59,33,5.1,1992,6,4,21,34,34
-32.17,-178.6,30.5,5.4,1992,6,3,11,25,45
-22.75,179.47,605.1,5.2,1992,6,2,15,38,58
-30.46,-177.86,33,5.4,1992,5,30,6,29,34
-23.85,-175.56,80.5,5.2,1992,5,30,5,37,50
-29.69,-178.31,90.2,5,1992,5,29,0,12,24
-30.64,-178.15,10.1,5.8,1992,5,28,9,27,04
-32.93,-177.07,46,5,1992,5,27,2,38,58
-17.9,-175.29,214.2,5.2,1992,5,26,16,23,32
-17.91,-178.46,528.8,5,1992,5,25,1,04,08
-26.02,-177.34,94,5,1992,5,23,14,55,39
-18.45,-174.59,33,5.1,1992,5,23,8,40,00
-16.39,-172.31,33,5.4,1992,5,22,23,34,10
-20.45,-177.73,541.6,5.2,1992,5,18,11,02,43
-32.58,-178.53,33,5.2,1992,5,16,2,38,32
-32.76,-178.25,41.9,5.4,1992,5,15,6,01,07
-32.8,-177.64,38.5,5.3,1992,5,15,5,39,38
-32.77,-178.07,15,5.1,1992,5,15,5,36,07
-21.48,-179.08,625.4,5.2,1992,5,14,17,28,18
-32.68,-177.32,29.7,5,1992,5,14,12,42,24
-23.83,-175.9,33.9,5.5,1992,5,13,18,26,38
-24.97,179.73,537.2,5.3,1992,5,12,18,19,33
-23.76,-175.8,47.7,5.3,1992,5,12,14,47,44
-17.69,-178.98,554.1,5.4,1992,5,10,16,55,33
-23.63,179.91,549.5,5,1992,5,8,0,23,34
-15.44,-175.11,20.2,5.1,1992,5,3,2,02,57
-18.4,-173.8,33,5.1,1992,4,30,16,16,36
-16.99,-173.44,81.2,5,1992,4,29,14,27,25
-22.32,-174.26,33,5,1992,4,27,5,13,15
-24.67,-175.77,35.5,5.2,1992,4,25,2,30,37
-32.03,-176.7,31.3,5.4,1992,4,12,20,54,06
-17.77,-174.42,169.8,5.5,1992,4,9,6,41,14
-31.98,-178.29,43.3,5.5,1992,4,7,13,52,27
-17.99,-178.38,592.3,5.6,1992,4,4,1,11,13
-24.96,179.92,498.7,5.1,1992,4,2,10,08,44
-30.7,-177.5,10.7,5.3,1992,3,30,6,09,37
-16.96,-173.55,68,5.3,1992,3,29,13,11,17
-20.5,-178.07,546.7,5.2,1992,3,29,12,19,27
-21.99,-176.31,165.1,5.2,1992,3,28,4,48,24
-32.09,-178.89,21.8,5.4,1992,3,28,1,59,31
-23.68,-178.98,437.8,5.2,1992,3,26,15,05,53
-29.08,-177.63,41.8,5.1,1992,3,18,0,35,29
-35.31,178.51,161.3,5.4,1992,3,16,23,21,31
-24.11,-177.4,131,5.3,1992,3,16,4,43,59
-23.99,-177.75,202.8,5,1992,3,16,2,03,13
-23.96,-177.64,182.6,5.3,1992,3,16,1,55,02
-23.99,-177.64,211.8,5,1992,3,16,1,47,37
-24.2,-177.35,33,5.1,1992,3,16,1,41,39
-21.7,-179.34,605.5,5.3,1992,3,11,23,11,18
-20.84,-178.08,492.2,5,1992,3,10,14,24,04
-17.98,-178.71,567,5,1992,3,9,20,42,41
-32.27,-177.97,33,5.3,1992,3,6,3,01,39
-17.03,-178.84,445,5,1992,3,5,20,07,02
-31.08,-179.21,38.1,5.2,1992,3,4,0,47,40
-17.32,-174.46,100.3,5.1,1992,3,3,18,47,46
-15.98,-172.89,34,5.2,1992,3,3,13,39,27
-20.09,-174.02,79.4,5,1992,3,3,11,48,06
-32.31,-177.62,33,5.1,1992,3,3,7,34,22
-24.32,-179.93,564.6,5.1,1992,3,2,23,02,46
-25.8,-179.76,430.7,5.1,1992,2,23,19,42,21
-31.98,-178.9,91.6,5.4,1992,2,22,23,40,38
-33.66,-179.7,46.3,5.5,1992,2,20,20,35,23
-15.42,-177.13,403.1,5.3,1992,2,20,15,44,44
-16.93,-173.97,195.9,5,1992,2,20,15,11,24
-31.12,-179.46,483,5,1992,2,18,17,07,38
-18.05,-179.65,691.5,5,1992,2,17,12,16,19
-17.86,-178.43,544.6,5.2,1992,2,14,0,59,47
-16.25,-173.04,45,5.1,1992,2,12,17,06,23
-18.96,-174.82,175,5.1,1992,2,11,15,22,40
-30.7,-177.44,33,5,1992,2,10,16,27,37
-25.93,-176.87,73.6,5.2,1992,2,7,16,18,16
-22.12,-179.51,611.4,5.1,1992,2,6,16,50,59
-19.71,-178.14,607.7,5.4,1992,2,4,13,04,46
-21.5,-174.17,36.3,5.3,1992,1,28,15,29,05
-17.63,-173.23,33,5.2,1992,1,23,12,54,17
-15.75,-178.61,502.7,5.2,1992,1,22,21,55,58
-34.57,-179.83,81,5.2,1992,1,22,7,23,45
-26.46,-176.48,28,5.1,1992,1,21,4,45,37
-33.2,-178.54,41.5,5,1992,1,17,10,18,28
-18.86,-175.41,239.6,5.1,1992,1,16,12,58,14
-33.37,-178.51,81.9,5,1992,1,16,10,32,26
-33.08,-176.34,33,5,1992,1,15,10,17,12
-30.18,-177.52,33,5,1992,1,15,3,32,15
-33.09,-177.08,43.8,5,1992,1,14,21,18,22
-19.01,-172.76,33,5.3,1992,1,13,23,38,25
-18.02,-179.6,649.8,5.1,1992,1,13,19,07,48
-20.9,-178.74,570.8,5.7,1992,1,13,9,37,43
-32.85,-179.38,437.9,5,1992,1,12,20,51,55
-18.88,-177.6,645.3,5.1,1992,1,11,10,58,25
-17.11,-176.86,22.2,5.2,1992,1,6,11,07,25
-15.17,-171.7,33,5,1992,1,3,7,57,30
-23.25,179.09,566,5,1991,12,31,18,47,53
-24,-179.88,523.2,5.1,1991,12,30,0,08,28
-30.82,-178.09,58,5.2,1991,12,29,18,35,46
-19.24,-176.38,25.6,5.4,1991,12,27,2,32,43
-29.96,-176.92,66.5,5,1991,12,24,17,08,47
-17.61,-179,590.1,5.1,1991,12,23,20,23,43
-16.06,-173.58,81,5.1,1991,12,20,2,03,04
-23.94,179.9,513.8,5,1991,12,19,21,01,20
-31.86,-178.86,52.5,5.4,1991,12,19,12,35,03
-18.98,-177.86,614.5,5.1,1991,12,18,13,36,42
-15.27,-173.47,33,5,1991,12,17,11,40,34
-30.54,-177.65,35.4,5.1,1991,12,16,22,11,51
-30.01,-177.78,51.7,5.1,1991,12,16,8,24,21
-30.46,-177.89,58,5.6,1991,12,15,6,36,38
-22.6,-175.21,77.4,5.7,1991,12,11,6,29,46
-20.19,-177.57,550.3,5.1,1991,12,11,4,15,34
-31.11,-176.53,33,5.2,1991,12,8,2,49,25
-26.46,178.7,562.4,6.3,1991,12,3,10,33,40
-22.33,-179.52,579.4,5,1991,12,1,13,13,23
-27.1,-178,226.1,5,1991,11,27,11,54,19
-28.43,-176.17,33.9,5.1,1991,11,24,11,30,15
-30.33,-177.88,5.2,5.5,1991,11,20,9,42,21
-24.06,-176.36,73.9,5.2,1991,11,18,11,36,09
-31.11,-178.64,101.3,5.2,1991,11,12,8,53,35
-21.01,-178.96,615.5,5,1991,11,11,22,17,38
-24.19,-177.36,177.9,5.5,1991,11,11,16,15,50
-30.57,-176.4,33,5.3,1991,11,10,9,37,08
-26.38,-177.85,183,5.6,1991,11,7,5,59,33
-21.41,-179.15,624.2,5,1991,11,7,4,22,50
-20.61,-176.79,280.1,5.3,1991,11,5,7,12,14
-16.67,-174.05,96.2,5.2,1991,11,3,17,37,54
-29.33,-177.71,87.7,5,1991,11,3,15,51,38
-30.33,-177.75,10,5,1991,11,1,18,36,27
-30.4,-177.69,10,5.7,1991,11,1,16,32,53
-30.25,-177.99,21.4,6.6,1991,11,1,16,23,22
-18,-173.28,33,5,1991,10,30,16,37,18
-15.33,-173.19,58.6,6.2,1991,10,30,10,35,46
-16.2,-173.5,33,5,1991,10,30,4,56,21
-35.59,-179.35,101.8,5.2,1991,10,27,0,04,53
-31.48,-177.9,33,5.1,1991,10,25,13,25,03
-25.2,-177.8,100,5.1,1991,10,23,22,15,30
-17.57,-178.76,559.1,5,1991,10,23,7,20,30
-20.96,-178.56,591.6,5.1,1991,10,19,16,45,05
-23.87,-175.99,70.5,5.3,1991,10,18,19,28,06
-24.26,-177.54,188.3,6.5,1991,10,18,17,22,53
-17.78,-175.34,270.7,5,1991,10,17,21,33,30
-29.04,-178.05,57.2,5,1991,10,17,16,46,27
-17.96,-178.67,558.5,5.2,1991,10,17,15,43,25
-15.25,-173.54,0.1,6.1,1991,10,17,9,05,14
-31.5,-178.21,51.2,5.4,1991,10,17,4,13,38
-32.55,-177.51,87.3,5.4,1991,10,17,1,04,06
-18.04,-178.5,590.2,5.3,1991,10,14,14,35,56
-20.59,-178.49,613.5,5,1991,10,11,20,22,16
-16.8,-174.15,70.9,5,1991,10,11,16,12,23
-29.67,-177.54,59.1,5.2,1991,10,11,2,16,33
-23.33,-176.16,120,5.1,1991,10,10,6,49,31
-17.6,-174.47,185.2,5.3,1991,10,10,1,32,32
-24.69,179.98,502.2,5,1991,10,5,13,09,34
-18.99,-172.92,33,5.1,1991,10,5,5,58,51
-33.99,179.68,33,5.2,1991,10,3,19,07,38
-33.43,-179.57,35.1,5.1,1991,10,3,12,01,42
-32.06,-178.26,33,5.3,1991,10,1,10,24,19
-20.91,-178.7,584.6,5.6,1991,9,30,0,42,25
-20.9,-178.57,579.5,6.9,1991,9,30,0,21,47
-21.42,-174.21,61.5,5.2,1991,9,27,12,11,26
-16.12,-173.24,28,5.2,1991,9,26,22,16,25
-23.36,-178.94,415.6,5.3,1991,9,25,17,43,17
-34.11,179.72,225.1,5,1991,9,25,14,14,19
-20.71,-174.87,33,5.2,1991,9,25,11,16,30
-17.6,-173.55,10,5,1991,9,23,10,41,38
-16.21,-173,17,6.1,1991,9,21,15,19,48
-31.21,-177.55,58.8,5.2,1991,9,19,1,07,47
-25.18,178.35,557.8,5.3,1991,9,17,14,45,15
-30.97,-177.2,33,5.1,1991,9,17,12,51,01
-31.76,179.99,533.3,5.2,1991,9,9,5,37,17
-21.13,-174.29,58.7,5.2,1991,9,7,22,07,36
-24.06,-179.82,519.6,5.3,1991,9,7,14,32,55
-21.26,-174.45,127.5,5,1991,9,4,8,57,16
-15.35,-173.27,77.4,5,1991,9,1,7,22,05
-20.69,-177.74,378.8,5.2,1991,8,29,8,21,15
-20.64,-177.76,383.6,5.4,1991,8,29,5,21,12
-15.44,-173.76,33,5.4,1991,8,28,23,22,25
-22.2,179.64,601.9,5.5,1991,8,28,21,32,35
-25.7,179.54,700,5.1,1991,8,28,17,59,00
-18.05,-178.48,612.9,5.2,1991,8,27,8,50,58
-21.35,-174.13,15,5.5,1991,8,25,6,40,03
-23.69,-179.82,499.6,5.3,1991,8,22,13,18,10
-23.72,-179.81,523.6,5.3,1991,8,22,7,07,43
-18.24,-173.5,33,5.1,1991,8,22,5,32,16
-24.31,179.66,579.4,5.1,1991,8,22,4,50,16
-34.33,-178.16,77.4,5.1,1991,8,21,5,24,16
-18.05,-178.54,582.3,5.4,1991,8,18,10,52,51
-20.44,-178.07,417,5,1991,8,14,2,21,06
-17.84,-178.75,618.3,5.1,1991,8,10,16,09,42
-23.31,-179.16,449.5,5.4,1991,8,9,20,16,00
-20.19,-178.09,563.8,5.3,1991,8,8,16,30,05
-21.16,-174.38,84.8,5.2,1991,8,8,13,58,17
-17.35,-174.94,243.2,5.2,1991,8,7,5,40,21
-32.74,-177.95,101.9,5.3,1991,8,7,1,51,43
-21.35,-174.35,30.9,5.7,1991,8,5,6,05,47
-17.84,-178.76,563.8,5.3,1991,8,1,3,39,18
-26.91,-176.33,45.7,5.5,1991,8,1,3,22,47
-21.39,-179.13,614.3,5,1991,7,28,0,07,42
-30.49,-175.56,33,5,1991,7,26,16,02,47
-24.77,-179.59,466.4,5,1991,7,23,21,16,43
-20.88,-178.45,566.1,5,1991,7,23,12,19,51
-35.17,-179.98,51.6,5.2,1991,7,17,23,41,49
-35.01,-179.7,33,5.1,1991,7,15,22,41,44
-24.04,-179.78,503.3,5.2,1991,7,15,15,57,46
-18.79,-178.09,599.6,5.1,1991,7,15,12,27,02
-22.51,-172.26,33,5.3,1991,7,15,2,31,53
-33.62,-179.51,34.3,5.1,1991,7,12,10,00,40
-17.49,-178.8,543.5,5.1,1991,7,10,23,41,07
-23.19,-179.14,413.8,5.7,1991,7,2,6,08,07
-16.86,-173.76,33,5.2,1991,6,29,16,26,27
-19.76,-177.81,451.6,5,1991,6,20,1,10,41
-24.12,179.92,631.1,5,1991,6,19,19,25,16
-20.58,-178.27,512.7,5.1,1991,6,17,21,36,56
-20.04,-176.02,234,5.2,1991,6,14,20,06,51
-19.94,-175.72,220.4,5.5,1991,6,13,17,18,46
-35.5,-177.32,33,5.1,1991,6,12,8,37,42
-18.24,-178.42,641.8,5.5,1991,6,11,14,32,48
-20.25,-176.19,276.5,6.1,1991,6,9,7,45,03
-30.96,-177.87,33,5,1991,6,5,6,32,47
-31.49,179.79,374.5,5.2,1991,6,4,15,03,24
-24.85,179.92,484.5,5.2,1991,6,2,16,25,25
-21.09,-178.63,612.3,5.2,1991,6,2,11,09,44
-15.24,-173.14,33,5.3,1991,5,30,19,18,12
-33.8,-179.62,57.5,5.4,1991,5,22,6,53,08
-16.81,-178.1,33,5,1991,5,20,17,34,20
-18.09,-178.48,593.5,5.4,1991,5,20,9,50,28
-21.71,-174.08,50.7,5.6,1991,5,12,12,27,56
-19.49,-175.72,252.9,5.1,1991,5,11,3,45,30
-16.19,-174.15,138,6.3,1991,5,10,13,33,54
-23.07,-175.59,73.4,5.3,1991,5,10,13,26,07
-23.77,-179.39,559.5,5.1,1991,5,9,21,42,24
-17.5,-178.75,557,5,1991,5,9,13,31,56
-20.86,-177.89,500.1,5.5,1991,5,6,22,50,45
-26.37,178.34,585.7,5,1991,5,4,3,55,04
-21.64,-173.93,40.4,5.1,1991,5,2,2,23,40
-25.38,179.51,515.5,5,1991,4,30,15,00,22
-20.74,-174.11,39.9,5.2,1991,4,29,6,54,54
-25.52,179.85,482.3,5.1,1991,4,25,18,35,43
-29.97,-177.64,27.9,5.4,1991,4,25,1,14,45
-24.11,-179.18,543.9,5,1991,4,22,12,00,10
-23.89,179.93,608.3,5.1,1991,4,20,13,55,19
-14.97,-174.94,36.2,5.6,1991,4,19,11,25,36
-23.94,-179.88,567.3,5.3,1991,4,16,7,33,41
-26,179.62,634,5.2,1991,4,14,20,46,08
-20.43,-177.62,518.3,5.2,1991,4,10,12,55,07
-24.92,179.52,513.3,5,1991,4,7,18,31,50
-24.09,179.99,529.8,5.4,1991,4,6,4,48,46
-30.92,-177.86,38.4,5.1,1991,4,2,6,21,33
-16.51,-172.56,42.5,5.3,1991,4,1,1,59,05
-16.46,-172.61,33,5.2,1991,3,31,22,39,11
-20.34,-175.33,33,5.3,1991,3,30,17,23,56
-21.25,-173.6,33,5.1,1991,3,30,14,40,27
-16.16,-174.78,19.7,5.1,1991,3,30,7,37,52
-18.34,-174.51,33,5.1,1991,3,29,15,18,34
-19.1,-176.82,339.9,5.1,1991,3,25,0,20,31
-29.73,-178.19,63.9,5.2,1991,3,24,12,44,30
-16.83,177.3,11.5,5.2,1991,3,24,6,39,21
-20.83,-177.94,522.3,5.2,1991,3,21,20,08,01
-32.69,-177.77,41,5.2,1991,3,17,7,17,59
-17.67,-172.82,52.1,5.4,1991,3,15,21,52,01
-19.97,-177.74,577.5,5,1991,3,13,4,08,37
-32.3,-178,33,5,1991,3,12,3,24,26
-17.51,-172.38,33,5.1,1991,3,11,0,23,34
-21.82,-179.34,614.7,5.4,1991,3,10,0,59,47
-30.3,-178.61,203.2,5.5,1991,3,6,15,44,23
-21.86,-175.05,16.1,6,1991,3,3,15,20,24
-22.46,-174.58,33,5,1991,3,3,6,00,16
-22.01,-174.99,42.3,5.6,1991,3,2,23,06,03
-22.18,-174.74,33,5.1,1991,3,2,22,41,09
-32.93,-179.39,7.9,5.1,1991,3,1,19,30,45
-20.08,-175.82,214.3,5.6,1991,2,28,13,30,12
-18.91,-175.25,217.9,5.4,1991,2,28,5,20,06
-15.06,-173.38,33,5.2,1991,2,24,11,04,15
-17.75,-178.91,654.2,5.2,1991,2,24,2,34,06
-32.28,-178.54,33,5.3,1991,2,19,1,55,24
-18.47,-177.93,584.3,5.2,1991,2,16,7,56,00
-26.93,-176.51,123.5,5.3,1991,2,14,6,14,32
-33.03,-179.29,35.9,5.4,1991,2,14,1,01,00
-22.07,-179.51,595.1,5.3,1991,2,13,14,54,13
-17.14,-173.3,33,5,1991,2,13,9,44,01
-31.89,179.75,348.3,5.3,1991,2,12,11,31,02
-21.03,-179.11,621.8,5,1991,2,10,19,55,08
-33.13,-176.59,63.3,5.1,1991,2,10,2,19,11
-15.58,-177.03,27.6,5.6,1991,2,9,2,08,49
-19.34,-173.01,37.5,5.2,1991,2,3,10,47,29
-16.79,-178.34,33,5,1991,2,3,9,55,00
-18.05,-178.2,618.6,5,1991,2,1,15,09,09
-19.42,-173.15,23.1,5.4,1991,2,1,12,07,50
-23.61,-179.82,545.2,5.1,1991,1,31,19,32,47
-29.83,-179.48,595,5.1,1991,1,31,12,49,41
-20.97,-173.66,33,5.1,1991,1,29,19,43,09
-24.12,179.31,561.3,5.1,1991,1,27,7,26,53
-30.58,-177.47,42.4,5.6,1991,1,26,21,23,16
-17.86,-178.39,614.3,5.1,1991,1,25,23,15,45
-23.64,-179.82,543.8,5.3,1991,1,22,21,39,31
-22.55,-179.55,604.3,5,1991,1,19,21,44,00
-16.04,-173.07,33,5.2,1991,1,19,14,45,36
-31.47,-178.3,25.5,5.4,1991,1,19,13,33,37
-21.12,-178.64,611.1,5,1991,1,18,10,00,35
-25.22,178.26,575.8,5.4,1991,1,16,19,14,53
-23.08,-179.67,566.2,5.5,1991,1,15,1,40,49
-25.22,178.3,569.4,5.3,1991,1,14,14,12,10
-18.21,-178.04,596.4,5,1991,1,13,17,38,29
-18.06,-178.59,612.1,5.1,1991,1,13,15,03,51
-18.03,-173.56,34.9,5.4,1991,1,12,6,03,25
-18.4,-173.72,44.3,5,1991,1,12,5,45,33
-17.26,-176.93,411.9,5.1,1991,1,11,16,56,16
-15.56,-174.85,252.3,5,1991,1,11,11,54,50
-16.22,-177.41,530,5.2,1991,1,11,10,30,39
-18.89,-178.84,509.7,5.3,1991,1,11,10,15,23
-17.97,-173.65,22.6,5.6,1991,1,10,3,41,02
-18.07,-173.54,37,6.2,1991,1,8,22,04,09
-23.65,178.84,626.2,5,1991,1,7,17,20,58
-23.58,179.03,558.3,5.2,1991,1,6,16,39,49
-26.65,-176.36,33,5,1991,1,4,17,26,15
-21.14,-177.21,296,5,1991,1,3,14,20,56
-20.23,-177.6,465.3,5.1,1991,1,1,20,40,52
-21.18,-174.21,29.1,5.7,1991,1,1,17,28,02
-17.2,-174.31,88.3,5.1,1990,12,31,16,30,29
-35.35,178.97,179,5.1,1990,12,31,8,26,36
-20.48,-173.69,73.3,5.1,1990,12,30,14,31,49
-29.6,-179.23,586.4,5.6,1990,12,30,7,00,57
-18.01,-174.94,213.2,5,1990,12,29,16,25,25
-19.44,-177.43,577.2,5.1,1990,12,27,10,14,24
-24.83,179.78,501,5.3,1990,12,25,20,21,26
-33.28,-178.26,33,5.1,1990,12,24,22,17,22
-19.32,-173.47,87.7,5.3,1990,12,24,8,22,52
-18.55,-176.34,33,5,1990,12,22,20,48,41
-16.65,-173.79,33,5.3,1990,12,22,1,57,26
-18.88,-177.99,471.2,5.3,1990,12,21,12,55,46
-20.58,-178.58,599.9,5.2,1990,12,21,11,38,18
-20.51,-174.07,13.3,6.8,1990,12,21,5,29,28
-16.64,-177.5,10,5.2,1990,12,21,3,26,42
-27.43,-175.36,41.2,5.3,1990,12,19,7,34,22
-18.16,-172.48,33,5.1,1990,12,19,2,00,31
-23.91,-179.86,559.1,5.2,1990,12,17,4,15,10
-19.36,-173.27,15,5.2,1990,12,16,20,28,48
-15.34,-172.91,33,5,1990,12,11,16,09,31
-15.39,-173.13,12.8,6.4,1990,12,11,14,41,42
-22.2,-174.29,41.1,5.1,1990,12,11,1,11,04
-20.13,-177.5,386.6,5,1990,12,10,1,15,55
-18.27,-177.95,606.7,5.1,1990,12,8,6,27,38
-23.54,179.38,553.9,5.1,1990,12,8,4,45,25
-21.02,-178.89,572.5,5.3,1990,12,7,23,08,13
-20.29,-172.8,33,5.1,1990,12,7,14,08,22
-17.05,-177.27,435.4,5.6,1990,12,7,8,25,04
-20.55,-173.27,10,5.2,1990,12,3,7,40,35
-28.19,-179.7,424.9,5.1,1990,11,29,20,58,11
-21.08,-178.9,627.8,5.2,1990,11,29,0,40,32
-21.69,-179.31,614.8,5.2,1990,11,26,20,09,19
-31.24,-178.99,92.2,5.6,1990,11,25,4,20,01
-23.88,-175.75,33,5.4,1990,11,25,4,02,43
-23.79,-175.77,58.9,5.5,1990,11,25,3,36,12
-23.58,-175.83,29.1,5.3,1990,11,25,1,00,53
-15.44,-177.29,383.7,5,1990,11,24,7,46,04
-17.72,-178.48,553.4,5.3,1990,11,23,10,08,03
-21.3,-179.04,640.4,5.1,1990,11,21,23,39,56
-18.14,-174.76,89.3,5.2,1990,11,20,20,17,43
-31.73,-178.67,90.3,5.6,1990,11,16,14,43,53
-31.03,-178.83,203.7,5.2,1990,11,13,21,18,55
-25.85,179.36,492.4,5.1,1990,11,12,20,58,57
-21.12,-178.98,636.3,5.2,1990,11,10,15,41,22
-28.88,-176.18,50.3,5.5,1990,11,8,10,15,46
-20.67,-178.31,543.4,5.3,1990,11,7,16,48,39
-20.5,-178.69,610.2,5.3,1990,11,6,0,40,34
-16.91,177.07,33,5,1990,11,5,12,47,36
-18.12,-178.46,604.8,5,1990,11,3,14,17,49
-21.23,-174.39,28.3,5.6,1990,11,2,7,22,35
-23.83,179.89,572.6,5.1,1990,11,2,1,41,28
-18.1,-178.43,604.2,5,1990,11,1,17,52,26
-24.17,-179.73,547.4,5,1990,10,25,9,05,26
-15.83,-172.08,73.4,5.3,1990,10,24,12,18,20
-30.84,-178.05,6.7,5.4,1990,10,23,20,14,55
-16.43,-173.52,33,5,1990,10,23,11,23,52
-21.93,-179.4,597.2,5.3,1990,10,23,4,08,00
-16.2,-173.14,30.6,5.4,1990,10,22,14,35,22
-20.86,-177.96,503.5,5.3,1990,10,21,19,05,48
-28.67,-176.52,39.3,5,1990,10,20,15,13,29
-29.66,-178.83,331.2,5,1990,10,20,13,10,19
-24.08,179.2,555,5.2,1990,10,19,16,03,48
-25.64,-176.28,37.2,5.6,1990,10,17,12,16,27
-28.92,-177.46,33,5.3,1990,10,16,23,38,44
-17.84,-178.72,589,5.2,1990,10,14,18,28,37
-17.66,-178.91,561.2,5.1,1990,10,14,1,58,43
-23.42,179.15,555.8,5.3,1990,10,13,22,53,31
-23.61,179.04,592.4,5.2,1990,10,10,13,22,59
-23.48,179.01,552.7,6,1990,10,10,5,54,54
-16.36,-175.05,326.3,5,1990,10,9,0,58,24
-29.29,-176.7,55.8,5,1990,10,7,5,29,33
-28.91,-177.13,188,5.2,1990,10,7,4,46,08
-17.98,-178.64,579.3,5,1990,10,6,0,36,01
-19.96,-179.98,601.6,5.3,1990,10,4,17,33,02
-17.8,-178.75,550.7,5.3,1990,10,4,3,47,29
-23.99,-174.66,9.3,6.3,1990,10,2,15,06,44
-17.1,-174.27,33,5,1990,10,2,13,43,44
-20.51,-171.49,33,5,1990,10,1,16,36,39
-30.82,-177.61,46.7,5.1,1990,10,1,14,44,15
-23.67,-179.76,554.3,5,1990,9,30,11,21,39
